0.2,5.812,1.7207,-22.6347
0.3,7.5217,1.6918,-34.4107
0.4,7.8905,1.6865,-27.4223
0.5,8.0621,1.7079,-23.2428
0.6,9.6717,1.6872,-28.5828
0.7,10.9401,1.6967,-28.2543
0.8,12.9649,1.7225,-27.6156
0.9,17.9812,1.8009,-28.1731
0.95,26.1323,1.944,-30.9933
0.975,40.8216,2.1901,-82.6998
